ID,SMILES,log(1o2),E(N) (Hartree),E(N+1) (Hartree),E(N-1) (Hartree),E-HOMO(N) (eV),E-HOMO(N+1) (eV),E-HOMO(N-1) (eV),Vertical IP (eV),Vertical EA (eV),Mulliken electronegativity (eV),Chemical potential (eV),Hardness (eV),Softness ( eV^-1),Electrophilicity index ( eV),Nucleophilicity index (eV),f-(max),f+(max),f0(max),CDD(min),S-(max),S+(max),S0(max),Electrophilicity(max),Nucleophilicity(max),smiles_original,smiles_canonical_rdkit,smiles_kekule_rdkit,inchikey_rdkit,smiles_status,dup_count,is_duplicate
Ethanol,CCO,3.653212514,-155.046115,-154.889647,-154.667432,-7.185737977,6.419383707,-16.12424298,10.30448938,-4.257711183,3.023402703,-3.023402703,14.56220056,0.068670996,0.313856129,1.93546427,0.3847,0.2532,0.2567,-0.2561,0.7189,0.4731,0.4797,0.07947,0.74466,CCO,CCO,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,OK,1,FALSE
Ethylamine,CCN,7.380211242,-135.183217,-135.027672,-134.83856,-6.391274345,6.275136148,-15.53941586,9.378594749,-4.232595074,2.572999838,-2.572999838,13.61118982,0.073468951,0.243188159,2.729927902,0.375,0.1546,0.2456,-0.2589,0.7498,0.3091,0.491,0.0376,1.02383,CCN,CCN,CCN,QUSNBJAOOMFDIB-UHFFFAOYSA-N,OK,1,FALSE
Ethylbenzene,CCC1=CC=CC=C1,3.556302501,-310.890625,-310.810652,-310.578148,-6.417152373,4.246989897,-12.34319365,8.50293234,-2.176176192,3.163378074,-3.163378074,10.67910853,0.093640801,0.468525648,2.704049874,0.1458,0.124,0.101,-0.0897,0.3716,0.316,0.2573,0.0581,0.39436,CCC1=CC=CC=C1,CCc1ccccc1,CCC1=CC=CC=C1,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,OK,1,FALSE
Furfuryl_alcohol,C1=COC(=C1)CO,8.079181246,-344.553689,-344.468376,-344.245833,-6.040737267,4.383999227,-12.2240622,8.377215736,-2.321484995,3.02786537,-3.02786537,10.69870073,0.093469329,0.428470488,3.08046498,0.1734,0.1307,0.152,-0.0468,0.441,0.3324,0.3867,0.05599,0.53406,C1=COC(=C1)CO,OCc1ccco1,OCC1=CC=CO1,XPFVYQJUAUNWIW-UHFFFAOYSA-N,OK,1,FALSE
Glycyl-histidine,C1=C(NC=N1)CC(C(=O)O)NC(=O)CN,7.919078092,-756.789799,-756.733244,-756.501926,-6.017144995,3.337367678,-10.12345203,7.833423393,-1.538967161,3.147241722,-3.147241722,9.372363342,0.106696549,0.52841791,3.104057252,0.1088,0.1389,0.0853,-0.0914,0.3159,0.4033,0.2476,0.07341,0.33778,C1=C(NC=N1)CC(C(=O)O)NC(=O)CN,NCC(=O)NC(Cc1cnc[nH]1)C(=O)O,NCC(=O)NC(CC1=CN=CN1)C(=O)O,YIWFXZNIBQBFHR-UHFFFAOYSA-N,OK,1,FALSE
Glycyl-methionine,CSCC[C@@H](C(=O)O)NC(=O)CN,7.113943352,-1008.581715,-1008.502944,-1008.286335,-6.200114356,3.838546989,-10.27621675,8.037699269,-2.143495317,2.947101976,-2.947101976,10.18119459,0.098220318,0.426538479,2.921087891,0.2743,0.1141,0.1928,-0.1629,0.7331,0.3048,0.5154,0.04865,0.80126,CSCC[C@@H](C(=O)O)NC(=O)CN,CSCC[C@H](NC(=O)CN)C(=O)O,CSCC[C@H](NC(=O)CN)C(=O)O,PFMUCCYYAAFKTH-YFKPBYRVSA-N,OK,1,FALSE
Glycyl-tyrosine,C1=CC(=CC=C1C[C@@H](C(=O)O)NC(=O)CN)O,7.278753601,-838.043008,-837.991284,-837.759759,-5.927646746,3.069825328,-9.958170065,7.707597943,-1.407481742,3.150044495,-3.150044495,9.115079685,0.10970845,0.544309359,3.193555501,0.0925,0.098,0.0711,-0.0559,0.2761,0.2927,0.2122,0.05336,0.2954,C1=CC(=CC=C1C[C@@H](C(=O)O)NC(=O)CN)O,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,NCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,XBGGUPMXALFZOT-VIFPVBQESA-N,OK,1,FALSE
Glycyl-tyrosyl-alanine,C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)CN,8,-1085.37569,-1085.335549,-1085.089346,-6.270564635,2.574850212,-9.756833018,7.791817183,-1.092292255,3.34977607,-3.34977607,8.884109439,0.112560528,0.631521852,2.850637612,0.0872,0.0834,0.0642,-0.0756,0.267,0.2554,0.1965,0.05266,0.24853,C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)CN,C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN)C(=O)O,C[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)CN)C(=O)O,UIQGJYUEQDOODF-KWQFWETISA-N,OK,1,FALSE
Histamine,C1=C(NC=N1)CCN,8.041392685,-360.205999,-360.100989,-359.914246,-5.847073831,4.751189673,-11.46614346,7.939003571,-2.85746767,2.540754345,-2.540754345,10.79647124,0.092622918,0.298971501,3.274128416,0.1256,0.1285,0.1271,-0.0698,0.3167,0.3239,0.3203,0.03842,0.41135,C1=C(NC=N1)CCN,NCCc1cnc[nH]1,NCCC1=CN=CN1,NTYJJOPFIAHURM-UHFFFAOYSA-N,OK,1,FALSE
Histidine,C1=C(NC=N1)C[C@@H](C(=O)O)N,7.785329835,-548.77755,-548.704426,-548.481794,-5.983974315,3.957297479,-11.55847169,8.047930751,-1.989805408,3.029062671,-3.029062671,10.03773616,0.099624105,0.457042443,3.137227932,0.1255,0.1508,0.1013,-0.0865,0.3403,0.4089,0.2745,0.06893,0.3938,C1=C(NC=N1)C[C@@H](C(=O)O)N,N[C@@H](Cc1cnc[nH]1)C(=O)O,N[C@@H](CC1=CN=CN1)C(=O)O,HNDVDQJCIGZPNO-YFKPBYRVSA-N,OK,1,FALSE
histidyl-glycine,C1=C(NC=N1)C[C@@H](C(=O)NCC(=O)O)N,7.819543936,-756.789381,-756.718029,-756.495812,-5.939211585,3.621944355,-10.46615222,7.98844666,-1.941586831,3.023429914,-3.023429914,9.930033492,0.100704645,0.460280598,3.181990662,0.1142,0.1019,0.0879,-0.0896,0.3128,0.2792,0.2408,0.0469,0.36324,C1=C(NC=N1)C[C@@H](C(=O)NCC(=O)O)N,N[C@@H](Cc1cnc[nH]1)C(=O)NCC(=O)O,N[C@@H](CC1=CN=CN1)C(=O)NCC(=O)O,LYCVKHSJGDMDLM-LURJTMIESA-N,OK,1,FALSE
Imidacloprid,C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl,6.740362689,-1233.280203,-1233.277798,-1232.962782,-6.811173246,1.630968857,-10.87181957,8.637492645,-0.065443384,4.286011025,-4.286011025,8.702936029,0.114903848,1.055393616,2.310029001,0.1391,0.0996,0.1178,-0.0589,0.4351,0.3115,0.3683,0.10516,0.32143,C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,O=[N+]([O-])/N=C1\NCCN1CC1=CN=C(Cl)C=C1,YWTYJOPNNQFBPC-UHFFFAOYSA-N,OK,1,FALSE
Imidazole,C1=CN=CN1,7.556302501,-226.221763,-226.098327,-225.900892,-6.13600433,5.832815065,-13.93769925,8.731317505,-3.358837461,2.686253627,-2.686253627,12.09018218,0.082711773,0.298427273,2.985197917,0.2071,0.1848,0.1821,-0.0671,0.4661,0.4159,0.4098,0.05514,0.61824,C1=CN=CN1,c1c[nH]cn1,C1=CNC=N1,RAXXELZNTBOGNW-UHFFFAOYSA-N,OK,1,FALSE
Indole,C1=CC=C2C(=C1)C=CN2,7.633468456,-363.82601,-363.758354,-363.553537,-5.403745926,3.783743258,-11.20801625,7.414395256,-1.841040759,2.786663643,-2.786663643,9.255408804,0.108044845,0.419517942,3.717456321,0.1243,0.1157,0.1096,-0.0588,0.3654,0.3401,0.3222,0.04853,0.46202,C1=CC=C2C(=C1)C=CN2,c1ccc2[nH]ccc2c1,C1=CC=C2NC=CC2=C1,SIKJAQJRHWYJAI-UHFFFAOYSA-N,OK,1,FALSE
indole-3-acetic_acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,7.301029996,-591.715128,-591.654091,-591.447765,-5.39204503,3.396334752,-10.89911259,7.275317861,-1.660874171,2.807208239,-2.807208239,8.936192032,0.111904442,0.440933303,3.729157217,0.1012,0.0934,0.0936,-0.0625,0.3082,0.2844,0.285,0.04118,0.37738,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,O=C(O)Cc1c[nH]c2ccccc12,O=C(O)CC1=CNC2=CC=CC=C12,SEOVTRFCIGRIMH-UHFFFAOYSA-N,OK,1,FALSE
Indole-3-Butyric_Acid,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,7.857332496,-670.349405,-670.292473,-670.085608,-5.326900972,3.111758074,-9.918767978,7.178282058,-1.549198642,2.814555314,-2.814555314,8.727480699,0.114580491,0.4538315,3.794301275,0.1053,0.0846,0.0888,-0.0711,0.3284,0.2639,0.2769,0.03841,0.39967,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,O=C(O)CCCc1c[nH]c2ccccc12,O=C(O)CCCC1=CNC2=CC=CC=C12,JTEDVYBZBROSJT-UHFFFAOYSA-N,OK,1,FALSE
Indole-3-Carboxylic_Acid,C1=CC=C2C(=C1)C(=CN2)C(=O)O,7.146128036,-552.409598,-552.372103,-552.125698,-5.831127959,2.847617148,-11.38725765,7.725312555,-1.020263716,3.35252442,-3.35252442,8.745603483,0.114343348,0.642569675,3.290074288,0.0977,0.1324,0.1068,-0.0448,0.3039,0.4118,0.3322,0.08505,0.32134,C1=CC=C2C(=C1)C(=CN2)C(=O)O,O=C(O)c1c[nH]c2ccccc12,O=C(O)C1=CNC2=CC=CC=C12,KMAKOBLIOCQGJP-UHFFFAOYSA-N,OK,1,FALSE
Isoproturon,CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,6.041392685,-652.892807,-652.826104,-652.625045,-5.566687707,3.471655869,-10.31425827,7.286175204,-1.815108308,2.735533448,-2.735533448,9.101283512,0.109874667,0.411109623,3.55451454,0.0875,0.0834,0.085,-0.0705,0.2617,0.2494,0.2543,0.03429,0.31111,CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,CC(C)c1ccc(NC(=O)N(C)C)cc1,CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,OK,1,FALSE
Methacrylic_acid,CC(=C)C(=O)O,3.672097858,-306.49198,-306.448401,-306.134193,-7.310012378,3.545589205,-13.65143546,9.735880251,-1.185845001,4.275017625,-4.275017625,10.92172525,0.091560642,0.836668493,1.811189869,0.2112,0.1966,0.2039,-0.0443,0.5262,0.4898,0.508,0.16449,0.38255,CC(=C)C(=O)O,C=C(C)C(=O)O,C=C(C)C(=O)O,CERQOIWHTDAKMF-UHFFFAOYSA-N,OK,1,FALSE
Methanol,CO,3.612783857,-115.724182,-115.558322,-115.332099,-7.226310154,6.936835427,-17.97265802,10.66914916,-4.513307734,3.077934321,-3.077934321,15.18242969,0.06586559,0.311978543,1.894892093,0.4332,0.3322,0.2984,-0.2696,0.7764,0.5954,0.5348,0.10365,0.82084,CO,CO,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,OK,1,FALSE
Methionine,CSCC[C@@H](C(=O)O)N,7.602059991,-800.566015,-800.479462,-800.266013,-6.013008864,4.309385606,-11.31871217,8.163470297,-2.355227114,2.904107986,-2.904107986,10.51869741,0.095068733,0.400905354,3.108193383,0.3583,0.159,0.2507,-0.2151,0.9269,0.4112,0.6486,0.06373,1.11366,CSCC[C@@H](C(=O)O)N,CSCC[C@H](N)C(=O)O,CSCC[C@H](N)C(=O)O,FFEARJCKVFRZRR-BYPYZUCNSA-N,OK,1,FALSE
Methionine_methyl_ester,COC(=O)C(CCSC)N,6.84509804,-839.873992,-839.789193,-839.580295,-5.815182086,4.207968769,-11.04665273,7.991902506,-2.307498342,2.842202082,-2.842202082,10.29940085,0.097092922,0.392170499,3.306020161,0.376,0.1629,0.2398,-0.2723,0.9933,0.4304,0.6336,0.06388,1.24291,COC(=O)C(CCSC)N,COC(=O)C(N)CCSC,COC(=O)C(N)CCSC,UIHPNZDZCOEZEN-UHFFFAOYSA-N,OK,1,FALSE
Methyl-thiourea,CNC(=S)N,6.301029996,-587.538667,-587.445539,-587.249343,-5.261620856,4.765366805,-12.40915405,7.872934326,-2.534141978,2.669382568,-2.669382568,10.40704909,0.096088636,0.34234645,3.859581391,0.6322,0.3236,0.4779,-0.3086,1.653,0.846,1.2495,0.11077,2.44007,CNC(=S)N,CNC(N)=S,CNC(N)=S,KQJQICVXLJTWQD-UHFFFAOYSA-N,OK,1,FALSE
Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,7,-867.067422,-866.988071,-866.803123,-5.477298303,3.868724417,-9.458051997,7.191914962,-2.159223499,2.516345732,-2.516345732,9.351138461,0.10693869,0.338564068,3.643903944,0.0847,0.1169,0.086,-0.0654,0.2465,0.3401,0.2501,0.03957,0.30862,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,COCCc1ccc(OCC(O)CNC(C)C)cc1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,OK,1,FALSE
Metoxuron,CN(C)C(=O)NC1=CC(=C(C=C1)OC)Cl,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN(C)C(=O)NC1=CC(=C(C=C1)OC)Cl,COc1ccc(NC(=O)N(C)C)cc1Cl,COC1=C(Cl)C=C(NC(=O)N(C)C)C=C1,DSRNRYQBBJQVCW-UHFFFAOYSA-N,OK,1,FALSE
"N,N,N,N-tetramethyl-p-phenylenediamine",CN(C)C1=CC=C(C=C1)N(C)C,9.51851394,-500.194085,-500.112217,-499.966251,-4.469796728,4.111232291,-9.803881505,6.199706185,-2.227741769,1.985968602,-1.985968602,8.427447955,0.11866007,0.23399071,4.651405519,0.0926,0.1084,0.0784,-0.0808,0.2991,0.35,0.2531,0.02536,0.43083,CN(C)C1=CC=C(C=C1)N(C)C,CN(C)c1ccc(N(C)C)cc1,CN(C)C1=CC=C(N(C)C)C=C1,CJAOGUFAAWZWNI-UHFFFAOYSA-N,OK,1,FALSE
"N,N-dimethyl-4-nitrosoaniline",CN(C)C1=CC=C(C=C1)N=O,7.748188027,-495.523599,-495.525155,-495.267183,-5.12940073,1.944253547,-10.85282602,6.977434816,0.042313706,3.509887866,-3.509887866,6.93512111,0.144193646,0.888179647,3.991801517,0.2365,0.1806,0.2086,-0.0559,0.9279,0.7087,0.8183,0.16042,0.94401,CN(C)C1=CC=C(C=C1)N=O,CN(C)c1ccc(N=O)cc1,CN(C)C1=CC=C(N=O)C=C1,CMEWLCATCRTSGF-UHFFFAOYSA-N,OK,1,FALSE
"N,N-Dimethylaniline",CN(C)C1=CC=CC=C1,7.556302501,-366.226285,-366.141654,-365.966252,-5.150353498,4.322256591,-11.30605887,7.0758584,-2.302926829,2.386465785,-2.386465785,9.378785229,0.106623638,0.303624648,3.970848749,0.1428,0.1224,0.0891,-0.1276,0.4143,0.3552,0.2586,0.03717,0.56699,CN(C)C1=CC=CC=C1,CN(C)c1ccccc1,CN(C)C1=CC=CC=C1,JLTDJTHDQAWBAV-UHFFFAOYSA-N,OK,1,FALSE
n-Butylamine,CCCCN,8,-213.814391,-213.663402,-213.474406,-6.345123833,5.840162139,-13.03640371,9.251463153,-4.108592787,2.571421577,-2.571421577,13.36005594,0.074849954,0.247460347,2.776078413,0.3467,0.1247,0.2132,-0.2669,0.7061,0.254,0.4343,0.03087,0.96237,CCCCN,CCCCN,CCCCN,HQABUPZFAYXKJW-UHFFFAOYSA-N,OK,1,FALSE
Nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],3.698970004,-436.757211,-436.767414,-436.397385,-7.633555761,1.886048392,-12.88249611,9.791391479,0.277610562,5.034487415,-5.034487415,9.513780916,0.105110816,1.332078991,1.487646486,0.1232,0.1674,0.1292,-0.0697,0.3524,0.4788,0.3695,0.22298,0.18327,C1=CC=C(C=C1)[N+](=O)[O-],O=[N+]([O-])c1ccccc1,O=[N+]([O-])C1=CC=CC=C1,LQNUZADURLCDLV-UHFFFAOYSA-N,OK,1,FALSE
N-Methylaniline,CNC1=CC=CC=C1,8.617000341,-326.921225,-326.836068,-326.653531,-5.244885853,4.380543381,-11.623262,7.28432483,-2.317240019,2.4835288,-2.4835288,9.601564848,0.104149637,0.321203203,3.876316394,0.1511,0.1328,0.1014,-0.1254,0.4282,0.3765,0.2874,0.04267,0.58573,CNC1=CC=CC=C1,CNc1ccccc1,CNC1=CC=CC=C1,AFBPFSWMIHJQDM-UHFFFAOYSA-N,OK,1,FALSE
Pentachlorophenol,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,5.301029996,-2605.421427,-2605.409085,-2605.10553,-6.814520246,2.106542255,-11.68296378,8.595995281,-0.335842929,4.13006257,-4.13006257,8.93183821,0.111959052,0.954874755,2.306682001,0.1617,0.1198,0.1251,-0.081,0.4925,0.3649,0.3812,0.11438,0.3729,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,IZUPBVBPLAPZRR-UHFFFAOYSA-N,OK,1,FALSE
Pentane,CCCCC,3.51851394,-197.785478,-197.629158,-197.387127,-8.473870579,5.95796023,-14.05138842,10.83965571,-4.253656687,3.292985907,-3.292985907,15.09333961,0.066254434,0.35921751,0.647331667,0.086,0.0705,0.0783,-0.0155,0.1551,0.1271,0.1411,0.02533,0.0557,CCCCC,CCCCC,CCCCC,OFBQJSOFQDEBGM-UHFFFAOYSA-N,OK,1,FALSE
Phenol,C1=CC=C(C=C1)O,7.564039461,-307.475974,-307.396451,-307.173967,-5.980817794,4.336460935,-12.64763464,8.218029126,-2.163903857,3.027049029,-3.027049029,10.38193298,0.096321149,0.441287051,3.140384452,0.1446,0.1298,0.1088,-0.0984,0.3791,0.3403,0.2851,0.05729,0.45423,C1=CC=C(C=C1)O,Oc1ccccc1,OC1=CC=CC=C1,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OK,1,FALSE
Pirimicarb-desamido,CC1=C(N=C(NC1=O)N(C)C)C,7.954242509,-552.200183,-552.148287,-551.93495,-5.369541214,3.255270925,-11.28086113,7.217357608,-1.412162101,2.902584148,-2.902584148,8.629519709,0.115881417,0.488145058,3.751661033,0.1384,0.1047,0.1147,-0.0608,0.4363,0.3301,0.3618,0.0511,0.51911,CC1=C(N=C(NC1=O)N(C)C)C,Cc1nc(N(C)C)[nH]c(=O)c1C,CC1=C(C)C(=O)NC(N(C)C)=N1,MUEHLDAHWSCFAG-UHFFFAOYSA-N,OK,1,FALSE
Propanil,CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,4.851258349,-1398.778709,-1398.745688,-1398.483456,-6.26182978,2.610442705,-11.57088008,8.034270635,-0.898547185,3.567848119,-3.567848119,8.93281782,0.111946704,0.712502937,2.859372467,0.1658,0.1094,0.1376,-0.0605,0.5051,0.3334,0.4193,0.07797,0.47416,CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,CCC(=O)Nc1ccc(Cl)c(Cl)c1,CCC(=O)NC1=CC(Cl)=C(Cl)C=C1,LFULEKSKNZEWOE-UHFFFAOYSA-N,OK,1,FALSE
Pyrrole,C1=CNC=C1,8.698970004,-210.174371,-210.037801,-209.881364,-5.491910818,6.094180429,-13.04946518,7.97312665,-3.716286231,2.128420209,-2.128420209,11.68941288,0.085547571,0.193772281,3.629291429,0.1926,0.1612,0.1769,-0.0314,0.4483,0.3752,0.4118,0.03123,0.69899,C1=CNC=C1,c1cc[nH]c1,C1=CNC=C1,KAESVJOAVNADME-UHFFFAOYSA-N,OK,1,FALSE
Resorcinol,C1=CC(=CC(=C1)O)O,7.301029996,-382.697618,-382.613356,-382.405055,-5.803236288,4.445279269,-11.98933678,7.961072006,-2.292885828,2.834093089,-2.834093089,10.25395783,0.097523403,0.391653482,3.317965959,0.1379,0.1547,0.1114,-0.0532,0.3661,0.4106,0.2955,0.06059,0.4577,C1=CC(=CC(=C1)O)O,Oc1cccc(O)c1,OC1=CC=CC(O)=C1,GHMLBKRAJCXXBS-UHFFFAOYSA-N,OK,1,FALSE
Sulfachloropyridazine,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,8.965671971,-1614.222016,-1614.224707,-1613.933972,-6.157147577,1.586614298,-10.34650376,7.83807654,0.073198629,3.955637584,-3.955637584,7.764877911,0.128784986,1.007555999,2.96405467,0.111,0.1025,0.0827,-0.0826,0.3891,0.359,0.2899,0.10323,0.32913,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,NC1=CC=C(S(=O)(=O)NC2=NN=C(Cl)C=C2)C=C1,XOXHILFPRYWFOD-UHFFFAOYSA-N,OK,1,FALSE
Sulfadiazine,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,8.664641976,-1154.672564,-1154.656679,-1154.386562,-6.067213946,2.024935307,-10.42922637,7.782538101,-0.432280082,3.675115404,-3.675115404,8.214790971,0.121731542,0.82208319,3.053988301,0.113,0.0997,0.0744,-0.0773,0.3744,0.3301,0.2464,0.08192,0.34522,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,NC1=CC=C(S(=O)(=O)NC2=NC=CC=N2)C=C1,SEEPANYCNGTZFQ-UHFFFAOYSA-N,OK,1,FALSE
Sulfadimethoxine,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,8.190331698,-1383.750347,-1383.725143,-1383.4724,-6.078016866,2.196040504,-9.881978184,7.563323173,-0.685835779,3.438730091,-3.438730091,8.249158952,0.121224658,0.716747914,3.043185381,0.0833,0.072,0.0652,-0.0618,0.2748,0.2374,0.2149,0.05159,0.25354,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,ZZORFUFYDOWNEF-UHFFFAOYSA-N,OK,1,FALSE
Sulfamerazine,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,8.731588765,-1193.997171,-1193.979961,-1193.713641,-6.026260809,2.009016647,-10.28144133,7.715244342,-0.468335169,3.623468193,-3.623468193,8.183579511,0.122196053,0.802191667,3.094941437,0.1093,0.0829,0.0718,-0.075,0.3635,0.2756,0.2388,0.06649,0.33831,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,QPPBRPIAZZHUNT-UHFFFAOYSA-N,OK,1,FALSE
Sulfamethazine,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,8.235528447,-1233.322095,-1233.303833,-1233.040218,-6.016981727,1.997070848,-10.1790721,7.670263921,-0.496934336,3.586651187,-3.586651187,8.167198256,0.122440951,0.787551941,3.10422052,0.1044,0.0791,0.0689,-0.071,0.3478,0.2636,0.2295,0.0623,0.32407,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,ASWVTGNCAZCNNR-UHFFFAOYSA-N,OK,1,FALSE
Sulfamethizole,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,8.209515015,-1514.726037,-1514.706937,-1514.439461,-6.159868716,2.042296172,-10.27110101,7.798130225,-0.519737477,3.639196374,-3.639196374,8.317867702,0.120223276,0.796096316,2.961333531,0.1027,0.1125,0.0921,-0.0596,0.336,0.3679,0.3013,0.08954,0.30415,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,VACCAVUAMIDAGB-UHFFFAOYSA-N,OK,1,FALSE
Sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.278753601,-1175.695321,-1175.665933,-1175.408789,-6.073118817,2.369757994,-10.32291149,7.796932924,-0.799688219,3.498622352,-3.498622352,8.596621143,0.116324687,0.711931498,3.04808343,0.1124,0.071,0.08,-0.0649,0.3559,0.2248,0.2531,0.05056,0.34268,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,OK,1,FALSE
Sulfamoxole,CC1=C(OC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,8.477121255,-1215.056221,-1215.030467,-1214.784624,-5.678417659,2.317403287,-9.455249224,7.39053087,-0.700802041,3.34487802,-3.34487802,8.091332912,0.123588963,0.69135969,3.442784588,0.0961,0.0857,0.0611,-0.0701,0.3232,0.2882,0.2054,0.05925,0.33089,CC1=C(OC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,CC1=C(C)OC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,CYFLXLSBHQBMFT-UHFFFAOYSA-N,OK,1,FALSE
Sulfathiazole,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,8.36361198,-1459.3819,-1459.358109,-1459.102796,-6.008301295,2.213537426,-10.04932821,7.594806747,-0.64738609,3.473723934,-3.473723934,8.242192837,0.121327115,0.732013501,3.112900952,0.0938,0.1106,0.1006,-0.0479,0.3097,0.3652,0.3322,0.08098,0.29196,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,NC1=CC=C(S(=O)(=O)NC2=NC=CS2)C=C1,JNMRHUJNCSQMMB-UHFFFAOYSA-N,OK,1,FALSE
Sulfisoxazole,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,8.85672889,-1215.012041,-1214.990864,-1214.726301,-6.19842725,2.145536171,-9.833215379,7.775354295,-0.576255527,3.599549384,-3.599549384,8.351609821,0.119737266,0.775714988,2.922774997,0.0958,0.0799,0.0743,-0.0429,0.3121,0.2604,0.2421,0.062,0.27995,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,NHUHCSRWZMLRLA-UHFFFAOYSA-N,OK,1,FALSE
